"meta_source","meta_time","meta_event","meta_session","timestamp","vehicle_id","outing","lap","value","expire_at"
"kafka:gr-raw","2025-04-27T17:32:26.268Z","I_R02_2025-04-27","R2","2025-04-27T17:32:23.816Z","GR86-002-2",0,8,153353,
"kafka:gr-raw","2025-04-27T17:29:50.719Z","I_R02_2025-04-27","R2","2025-04-27T17:29:50.423Z","GR86-002-2",0,7,148905,
"kafka:gr-raw","2025-04-27T17:27:21.915Z","I_R02_2025-04-27","R2","2025-04-27T17:27:21.512Z","GR86-002-2",0,6,149731,
"kafka:gr-raw","2025-04-27T17:24:52.557Z","I_R02_2025-04-27","R2","2025-04-27T17:24:51.816Z","GR86-002-2",0,5,150585,
"kafka:gr-raw","2025-04-27T17:22:21.551Z","I_R02_2025-04-27","R2","2025-04-27T17:22:21.215Z","GR86-002-2",0,4,149492,
"kafka:gr-raw","2025-04-27T17:19:52.279Z","I_R02_2025-04-27","R2","2025-04-27T17:19:51.726Z","GR86-002-2",0,3,148588,
"kafka:gr-raw","2025-04-27T17:17:28.699Z","I_R02_2025-04-27","R2","2025-04-27T17:17:23.100Z","GR86-002-2",0,2,151605,
"kafka:gr-raw","2025-04-27T17:14:52.125Z","I_R02_2025-04-27","R2","2025-04-27T17:14:51.496Z","GR86-002-2",0,1,216646,
"kafka:gr-raw","2025-04-27T17:11:18.941Z","I_R02_2025-04-27","R2","2025-04-27T17:11:14.856Z","GR86-002-2",0,32768,2118480,
"kafka:gr-raw","2025-04-27T18:05:35.964Z","I_R02_2025-04-27","R2","2025-04-27T18:05:34.698Z","GR86-004-78",0,19,236610,
"kafka:gr-raw","2025-04-27T18:01:38.344Z","I_R02_2025-04-27","R2","2025-04-27T18:01:38.088Z","GR86-004-78",0,18,152890,
"kafka:gr-raw","2025-04-27T17:59:07.823Z","I_R02_2025-04-27","R2","2025-04-27T17:59:05.168Z","GR86-004-78",0,17,151999,
"kafka:gr-raw","2025-04-27T17:56:36.456Z","I_R02_2025-04-27","R2","2025-04-27T17:56:33.167Z","GR86-004-78",0,16,151211,
"kafka:gr-raw","2025-04-27T17:54:02.330Z","I_R02_2025-04-27","R2","2025-04-27T17:54:01.979Z","GR86-004-78",0,15,213370,
"kafka:gr-raw","2025-04-27T17:50:29.005Z","I_R02_2025-04-27","R2","2025-04-27T17:50:28.577Z","GR86-004-78",0,14,211710,
"kafka:gr-raw","2025-04-27T17:46:57.941Z","I_R02_2025-04-27","R2","2025-04-27T17:46:56.897Z","GR86-004-78",0,13,157200,
"kafka:gr-raw","2025-04-27T17:44:20.234Z","I_R02_2025-04-27","R2","2025-04-27T17:44:19.672Z","GR86-004-78",0,12,149599,
"kafka:gr-raw","2025-04-27T17:41:51.085Z","I_R02_2025-04-27","R2","2025-04-27T17:41:50.058Z","GR86-004-78",0,11,151378,
"kafka:gr-raw","2025-04-27T17:39:19.772Z","I_R02_2025-04-27","R2","2025-04-27T17:39:18.687Z","GR86-004-78",0,10,197233,
"kafka:gr-raw","2025-04-27T17:36:01.849Z","I_R02_2025-04-27","R2","2025-04-27T17:36:01.497Z","GR86-004-78",0,9,209879,
"kafka:gr-raw","2025-04-27T17:32:36.341Z","I_R02_2025-04-27","R2","2025-04-27T17:32:31.567Z","GR86-004-78",0,8,158220,
"kafka:gr-raw","2025-04-27T17:29:54.505Z","I_R02_2025-04-27","R2","2025-04-27T17:29:53.327Z","GR86-004-78",0,7,149199,
"kafka:gr-raw","2025-04-27T17:27:26.597Z","I_R02_2025-04-27","R2","2025-04-27T17:27:24.137Z","GR86-004-78",0,6,149480,
"kafka:gr-raw","2025-04-27T17:24:56.020Z","I_R02_2025-04-27","R2","2025-04-27T17:24:54.646Z","GR86-004-78",0,5,149388,
"kafka:gr-raw","2025-04-27T17:22:25.744Z","I_R02_2025-04-27","R2","2025-04-27T17:22:25.299Z","GR86-004-78",0,4,149601,
"kafka:gr-raw","2025-04-27T17:19:56.116Z","I_R02_2025-04-27","R2","2025-04-27T17:19:55.736Z","GR86-004-78",0,3,149595,
"kafka:gr-raw","2025-04-27T17:17:29.610Z","I_R02_2025-04-27","R2","2025-04-27T17:17:26.058Z","GR86-004-78",0,2,154093,
"kafka:gr-raw","2025-04-27T17:14:52.380Z","I_R02_2025-04-27","R2","2025-04-27T17:14:51.968Z","GR86-004-78",0,1,213866,
"kafka:gr-raw","2025-04-27T17:11:19.022Z","I_R02_2025-04-27","R2","2025-04-27T17:11:18.098Z","GR86-004-78",0,32768,1316503,
"kafka:gr-raw","2025-04-27T18:05:01.480Z","I_R02_2025-04-27","R2","2025-04-27T18:04:59.578Z","GR86-006-7",0,19,214876,
"kafka:gr-raw","2025-04-27T18:01:26.396Z","I_R02_2025-04-27","R2","2025-04-27T18:01:24.697Z","GR86-006-7",0,18,148814,
"kafka:gr-raw","2025-04-27T17:59:05.619Z","I_R02_2025-04-27","R2","2025-04-27T17:58:55.906Z","GR86-006-7",0,17,148291,
"kafka:gr-raw","2025-04-27T17:56:32.078Z","I_R02_2025-04-27","R2","2025-04-27T17:56:27.583Z","GR86-006-7",0,16,148597,
"kafka:gr-raw","2025-04-27T17:53:59.756Z","I_R02_2025-04-27","R2","2025-04-27T17:53:58.993Z","GR86-006-7",0,15,217871,
"kafka:gr-raw","2025-04-27T17:50:22.391Z","I_R02_2025-04-27","R2","2025-04-27T17:50:21.179Z","GR86-006-7",0,14,214024,
"kafka:gr-raw","2025-04-27T17:46:47.411Z","I_R02_2025-04-27","R2","2025-04-27T17:46:47.098Z","GR86-006-7",0,13,154996,
"kafka:gr-raw","2025-04-27T17:44:15.701Z","I_R02_2025-04-27","R2","2025-04-27T17:44:12.097Z","GR86-006-7",0,12,148201,
"kafka:gr-raw","2025-04-27T17:41:44.422Z","I_R02_2025-04-27","R2","2025-04-27T17:41:43.898Z","GR86-006-7",0,11,148301,
"kafka:gr-raw","2025-04-27T17:39:19.039Z","I_R02_2025-04-27","R2","2025-04-27T17:39:15.568Z","GR86-006-7",0,10,202249,
"kafka:gr-raw","2025-04-27T17:35:54.782Z","I_R02_2025-04-27","R2","2025-04-27T17:35:53.378Z","GR86-006-7",0,9,214332,
"kafka:gr-raw","2025-04-27T17:32:23.616Z","I_R02_2025-04-27","R2","2025-04-27T17:32:19.008Z","GR86-006-7",0,8,156519,
"kafka:gr-raw","2025-04-27T17:29:47.029Z","I_R02_2025-04-27","R2","2025-04-27T17:29:42.538Z","GR86-006-7",0,7,148219,
"kafka:gr-raw","2025-04-27T17:27:15.364Z","I_R02_2025-04-27","R2","2025-04-27T17:27:14.248Z","GR86-006-7",0,6,44,
"kafka:gr-raw","2025-04-27T17:27:15.363Z","I_R02_2025-04-27","R2","2025-04-27T17:27:14.219Z","GR86-006-7",0,6,148074,
"kafka:gr-raw","2025-04-27T17:27:15.362Z","I_R02_2025-04-27","R2","2025-04-27T17:27:14.220Z","GR86-006-7",0,7,0,
"kafka:gr-raw","2025-04-27T17:24:46.946Z","I_R02_2025-04-27","R2","2025-04-27T17:24:46.139Z","GR86-006-7",0,5,44,
"kafka:gr-raw","2025-04-27T17:24:46.945Z","I_R02_2025-04-27","R2","2025-04-27T17:24:46.100Z","GR86-006-7",0,6,0,
"kafka:gr-raw","2025-04-27T17:24:46.945Z","I_R02_2025-04-27","R2","2025-04-27T17:24:46.098Z","GR86-006-7",0,5,148274,
"kafka:gr-raw","2025-04-27T17:22:18.781Z","I_R02_2025-04-27","R2","2025-04-27T17:22:17.859Z","GR86-006-7",0,4,148208,
"kafka:gr-raw","2025-04-27T17:19:50.328Z","I_R02_2025-04-27","R2","2025-04-27T17:19:49.618Z","GR86-006-7",0,3,148807,
"kafka:gr-raw","2025-04-27T17:17:22.713Z","I_R02_2025-04-27","R2","2025-04-27T17:17:20.779Z","GR86-006-7",0,2,149876,
"kafka:gr-raw","2025-04-27T17:14:51.990Z","I_R02_2025-04-27","R2","2025-04-27T17:14:50.938Z","GR86-006-7",0,1,224384,
"kafka:gr-raw","2025-04-27T17:11:08.140Z","I_R02_2025-04-27","R2","2025-04-27T17:11:06.513Z","GR86-006-7",0,32768,2405838,
"kafka:gr-raw","2025-04-27T18:05:20.440Z","I_R02_2025-04-27","R2","2025-04-27T18:05:17.051Z","GR86-010-16",0,19,226992,
"kafka:gr-raw","2025-04-27T18:01:32.121Z","I_R02_2025-04-27","R2","2025-04-27T18:01:30.091Z","GR86-010-16",0,18,150380,
"kafka:gr-raw","2025-04-27T17:59:06.595Z","I_R02_2025-04-27","R2","2025-04-27T17:58:59.681Z","GR86-010-16",0,17,148916,
"kafka:gr-raw","2025-04-27T17:56:32.739Z","I_R02_2025-04-27","R2","2025-04-27T17:56:30.771Z","GR86-010-16",0,16,150407,
"kafka:gr-raw","2025-04-27T17:54:01.881Z","I_R02_2025-04-27","R2","2025-04-27T17:54:00.371Z","GR86-010-16",0,15,215203,
"kafka:gr-raw","2025-04-27T17:50:26.958Z","I_R02_2025-04-27","R2","2025-04-27T17:50:25.171Z","GR86-010-16",0,14,212402,
"kafka:gr-raw","2025-04-27T17:46:55.628Z","I_R02_2025-04-27","R2","2025-04-27T17:46:52.761Z","GR86-010-16",0,13,157181,
"kafka:gr-raw","2025-04-27T17:44:19.811Z","I_R02_2025-04-27","R2","2025-04-27T17:44:15.561Z","GR86-010-16",0,12,148475,
"kafka:gr-raw","2025-04-27T17:41:51.137Z","I_R02_2025-04-27","R2","2025-04-27T17:41:47.091Z","GR86-010-16",0,11,150024,
"kafka:gr-raw","2025-04-27T17:39:19.834Z","I_R02_2025-04-27","R2","2025-04-27T17:39:17.051Z","GR86-010-16",0,10,199686,
"kafka:gr-raw","2025-04-27T17:35:58.802Z","I_R02_2025-04-27","R2","2025-04-27T17:35:57.371Z","GR86-010-16",0,9,211985,
"kafka:gr-raw","2025-04-27T17:32:26.499Z","I_R02_2025-04-27","R2","2025-04-27T17:32:25.371Z","GR86-010-16",0,8,154189,
"kafka:gr-raw","2025-04-27T17:29:52.547Z","I_R02_2025-04-27","R2","2025-04-27T17:29:51.181Z","GR86-010-16",0,7,148717,
"kafka:gr-raw","2025-04-27T17:27:26.267Z","I_R02_2025-04-27","R2","2025-04-27T17:27:22.491Z","GR86-010-16",0,6,149108,
"kafka:gr-raw","2025-04-27T17:24:54.153Z","I_R02_2025-04-27","R2","2025-04-27T17:24:53.371Z","GR86-010-16",0,5,149496,
"kafka:gr-raw","2025-04-27T17:22:25.717Z","I_R02_2025-04-27","R2","2025-04-27T17:22:23.891Z","GR86-010-16",0,4,149079,
"kafka:gr-raw","2025-04-27T17:19:55.931Z","I_R02_2025-04-27","R2","2025-04-27T17:19:54.819Z","GR86-010-16",0,3,149625,
"kafka:gr-raw","2025-04-27T17:17:28.197Z","I_R02_2025-04-27","R2","2025-04-27T17:17:25.141Z","GR86-010-16",0,2,153476,
"kafka:gr-raw","2025-04-27T17:14:52.308Z","I_R02_2025-04-27","R2","2025-04-27T17:14:51.699Z","GR86-010-16",0,1,215364,
"kafka:gr-raw","2025-04-27T17:11:18.539Z","I_R02_2025-04-27","R2","2025-04-27T17:11:16.331Z","GR86-010-16",0,32768,44,
"kafka:gr-raw","2025-04-27T17:11:18.538Z","I_R02_2025-04-27","R2","2025-04-27T17:11:16.252Z","GR86-010-16",0,1,0,
"kafka:gr-raw","2025-04-27T17:11:18.538Z","I_R02_2025-04-27","R2","2025-04-27T17:11:16.251Z","GR86-010-16",0,32768,2078808,
"kafka:gr-raw","2025-04-27T18:06:10.116Z","I_R02_2025-04-27","R2","2025-04-27T18:06:08.638Z","GR86-012-8",0,19,247103,
"kafka:gr-raw","2025-04-27T18:02:03.034Z","I_R02_2025-04-27","R2","2025-04-27T18:02:01.518Z","GR86-012-8",0,18,157412,
"kafka:gr-raw","2025-04-27T17:59:27.571Z","I_R02_2025-04-27","R2","2025-04-27T17:59:24.118Z","GR86-012-8",0,17,155897,
"kafka:gr-raw","2025-04-27T17:56:49.021Z","I_R02_2025-04-27","R2","2025-04-27T17:56:48.228Z","GR86-012-8",0,16,157092,
"kafka:gr-raw","2025-04-27T17:54:12.549Z","I_R02_2025-04-27","R2","2025-04-27T17:54:11.117Z","GR86-012-8",0,15,210256,
"kafka:gr-raw","2025-04-27T17:50:41.905Z","I_R02_2025-04-27","R2","2025-04-27T17:50:40.845Z","GR86-012-8",0,14,207900,
"kafka:gr-raw","2025-04-27T17:47:13.429Z","I_R02_2025-04-27","R2","2025-04-27T17:47:12.958Z","GR86-012-8",0,13,156149,
"kafka:gr-raw","2025-04-27T17:44:39.884Z","I_R02_2025-04-27","R2","2025-04-27T17:44:36.798Z","GR86-012-8",0,12,155127,
"kafka:gr-raw","2025-04-27T17:42:01.992Z","I_R02_2025-04-27","R2","2025-04-27T17:42:01.678Z","GR86-012-8",0,11,154385,
"kafka:gr-raw","2025-04-27T17:39:28.449Z","I_R02_2025-04-27","R2","2025-04-27T17:39:27.268Z","GR86-012-8",0,10,189980,
"kafka:gr-raw","2025-04-27T17:36:18.395Z","I_R02_2025-04-27","R2","2025-04-27T17:36:17.292Z","GR86-012-8",0,9,191179,
"kafka:gr-raw","2025-04-27T17:33:07.041Z","I_R02_2025-04-27","R2","2025-04-27T17:33:06.108Z","GR86-012-8",0,8,155486,
"kafka:gr-raw","2025-04-27T17:30:32.801Z","I_R02_2025-04-27","R2","2025-04-27T17:30:30.638Z","GR86-012-8",0,7,157555,
"kafka:gr-raw","2025-04-27T17:27:58.110Z","I_R02_2025-04-27","R2","2025-04-27T17:27:53.078Z","GR86-012-8",0,6,155780,
"kafka:gr-raw","2025-04-27T17:25:23.722Z","I_R02_2025-04-27","R2","2025-04-27T17:25:17.283Z","GR86-012-8",0,5,153573,
"kafka:gr-raw","2025-04-27T17:22:45.340Z","I_R02_2025-04-27","R2","2025-04-27T17:22:43.718Z","GR86-012-8",0,4,153322,
"kafka:gr-raw","2025-04-27T17:20:13.859Z","I_R02_2025-04-27","R2","2025-04-27T17:20:10.398Z","GR86-012-8",0,3,153365,
"kafka:gr-raw","2025-04-27T17:17:38.605Z","I_R02_2025-04-27","R2","2025-04-27T17:17:37.028Z","GR86-012-8",0,2,161605,
"kafka:gr-raw","2025-04-27T17:14:55.778Z","I_R02_2025-04-27","R2","2025-04-27T17:14:55.423Z","GR86-012-8",0,1,197082,
"kafka:gr-raw","2025-04-27T17:11:39.782Z","I_R02_2025-04-27","R2","2025-04-27T17:11:38.357Z","GR86-012-8",0,32768,43,
"kafka:gr-raw","2025-04-27T17:11:39.781Z","I_R02_2025-04-27","R2","2025-04-27T17:11:38.280Z","GR86-012-8",0,1,0,
"kafka:gr-raw","2025-04-27T17:11:39.781Z","I_R02_2025-04-27","R2","2025-04-27T17:11:38.278Z","GR86-012-8",0,32768,1712463,
"kafka:gr-raw","2025-04-27T17:58:14.138Z","I_R02_2025-04-27","R2","2025-04-27T17:58:13.205Z","GR86-013-80",0,4,389902,
"kafka:gr-raw","2025-04-27T17:44:45.143Z","I_R02_2025-04-27","R2","2025-04-27T17:44:43.365Z","GR86-013-80",0,3,155199,
"kafka:gr-raw","2025-04-27T17:42:08.432Z","I_R02_2025-04-27","R2","2025-04-27T17:42:08.164Z","GR86-013-80",0,2,155073,
"kafka:gr-raw","2025-04-27T17:39:34.081Z","I_R02_2025-04-27","R2","2025-04-27T17:39:33.085Z","GR86-013-80",0,1,161904,
"kafka:gr-raw","2025-04-27T17:36:54.550Z","I_R02_2025-04-27","R2","2025-04-27T17:36:51.180Z","GR86-013-80",0,32768,213326,
"kafka:gr-raw","2025-04-27T17:33:20.252Z","I_R02_2025-04-27","R2","2025-04-27T17:33:17.884Z","GR86-013-80",0,0,25856,
"kafka:gr-raw","2025-04-27T17:32:53.285Z","I_R02_2025-04-27","R2","2025-04-27T17:32:52.027Z","GR86-013-80",0,8,86824,
"kafka:gr-raw","2025-04-27T17:30:20.076Z","I_R02_2025-04-27","R2","2025-04-27T17:30:19.769Z","GR86-013-80",0,7,155384,
"kafka:gr-raw","2025-04-27T17:27:44.949Z","I_R02_2025-04-27","R2","2025-04-27T17:27:44.404Z","GR86-013-80",0,6,151505,
"kafka:gr-raw","2025-04-27T17:25:22.901Z","I_R02_2025-04-27","R2","2025-04-27T17:25:12.925Z","GR86-013-80",0,5,152085,
"kafka:gr-raw","2025-04-27T17:22:41.624Z","I_R02_2025-04-27","R2","2025-04-27T17:22:40.806Z","GR86-013-80",0,4,151810,
"kafka:gr-raw","2025-04-27T17:20:13.841Z","I_R02_2025-04-27","R2","2025-04-27T17:20:09.004Z","GR86-013-80",0,3,153509,
"kafka:gr-raw","2025-04-27T17:17:36.385Z","I_R02_2025-04-27","R2","2025-04-27T17:17:35.485Z","GR86-013-80",0,2,160996,
"kafka:gr-raw","2025-04-27T17:14:55.757Z","I_R02_2025-04-27","R2","2025-04-27T17:14:54.484Z","GR86-013-80",0,1,200100,
"kafka:gr-raw","2025-04-27T17:11:37.609Z","I_R02_2025-04-27","R2","2025-04-27T17:11:34.405Z","GR86-013-80",0,32768,1278291,
"kafka:gr-raw","2025-04-27T18:05:44.349Z","I_R02_2025-04-27","R2","2025-04-27T18:05:43.509Z","GR86-015-31",0,19,240960,
"kafka:gr-raw","2025-04-27T18:01:43.970Z","I_R02_2025-04-27","R2","2025-04-27T18:01:42.547Z","GR86-015-31",0,18,153861,
"kafka:gr-raw","2025-04-27T17:59:10.210Z","I_R02_2025-04-27","R2","2025-04-27T17:59:08.698Z","GR86-015-31",0,17,152720,
"kafka:gr-raw","2025-04-27T17:56:39.074Z","I_R02_2025-04-27","R2","2025-04-27T17:56:35.939Z","GR86-015-31",0,16,152599,
"kafka:gr-raw","2025-04-27T17:54:04.189Z","I_R02_2025-04-27","R2","2025-04-27T17:54:03.338Z","GR86-015-31",0,15,212481,
"kafka:gr-raw","2025-04-27T17:50:31.903Z","I_R02_2025-04-27","R2","2025-04-27T17:50:30.867Z","GR86-015-31",0,14,211539,
"kafka:gr-raw","2025-04-27T17:46:59.727Z","I_R02_2025-04-27","R2","2025-04-27T17:46:59.330Z","GR86-015-31",0,13,46,
"kafka:gr-raw","2025-04-27T17:46:59.727Z","I_R02_2025-04-27","R2","2025-04-27T17:46:59.261Z","GR86-015-31",0,14,0,
"kafka:gr-raw","2025-04-27T17:46:59.726Z","I_R02_2025-04-27","R2","2025-04-27T17:46:59.259Z","GR86-015-31",0,13,153721,
"kafka:gr-raw","2025-04-27T17:44:27.100Z","I_R02_2025-04-27","R2","2025-04-27T17:44:25.580Z","GR86-015-31",0,12,153460,
"kafka:gr-raw","2025-04-27T17:41:53.396Z","I_R02_2025-04-27","R2","2025-04-27T17:41:52.075Z","GR86-015-31",0,11,152730,
"kafka:gr-raw","2025-04-27T17:39:21.226Z","I_R02_2025-04-27","R2","2025-04-27T17:39:19.350Z","GR86-015-31",0,10,197004,
"kafka:gr-raw","2025-04-27T17:36:03.614Z","I_R02_2025-04-27","R2","2025-04-27T17:36:02.348Z","GR86-015-31",0,9,210039,
"kafka:gr-raw","2025-04-27T17:32:36.559Z","I_R02_2025-04-27","R2","2025-04-27T17:32:32.299Z","GR86-015-31",0,8,155349,
"kafka:gr-raw","2025-04-27T17:29:58.578Z","I_R02_2025-04-27","R2","2025-04-27T17:29:56.940Z","GR86-015-31",0,7,149382,
"kafka:gr-raw","2025-04-27T17:27:28.770Z","I_R02_2025-04-27","R2","2025-04-27T17:27:27.580Z","GR86-015-31",0,6,94410,
"kafka:gr-raw","2025-04-27T17:25:55.847Z","I_R02_2025-04-27","R2","2025-04-27T17:25:53.180Z","GR86-015-31",0,5,204990,
"kafka:gr-raw","2025-04-27T17:22:29.451Z","I_R02_2025-04-27","R2","2025-04-27T17:22:28.170Z","GR86-015-31",0,4,151220,
"kafka:gr-raw","2025-04-27T17:19:58.117Z","I_R02_2025-04-27","R2","2025-04-27T17:19:56.939Z","GR86-015-31",0,3,150255,
"kafka:gr-raw","2025-04-27T17:17:28.539Z","I_R02_2025-04-27","R2","2025-04-27T17:17:26.683Z","GR86-015-31",0,2,154306,
"kafka:gr-raw","2025-04-27T17:14:54.014Z","I_R02_2025-04-27","R2","2025-04-27T17:14:52.380Z","GR86-015-31",0,1,210896,
"kafka:gr-raw","2025-04-27T17:11:22.683Z","I_R02_2025-04-27","R2","2025-04-27T17:11:21.469Z","GR86-015-31",0,32768,2215151,
"kafka:gr-raw","2025-04-27T18:05:20.742Z","I_R02_2025-04-27","R2","2025-04-27T18:05:19.849Z","GR86-016-55",0,19,228438,
"kafka:gr-raw","2025-04-27T18:01:32.238Z","I_R02_2025-04-27","R2","2025-04-27T18:01:31.384Z","GR86-016-55",0,18,150500,
"kafka:gr-raw","2025-04-27T17:59:06.767Z","I_R02_2025-04-27","R2","2025-04-27T17:59:00.890Z","GR86-016-55",0,17,148977,
"kafka:gr-raw","2025-04-27T17:56:32.824Z","I_R02_2025-04-27","R2","2025-04-27T17:56:31.896Z","GR86-016-55",0,16,150579,
"kafka:gr-raw","2025-04-27T17:54:02.010Z","I_R02_2025-04-27","R2","2025-04-27T17:54:01.330Z","GR86-016-55",0,15,213611,
"kafka:gr-raw","2025-04-27T17:50:28.883Z","I_R02_2025-04-27","R2","2025-04-27T17:50:27.704Z","GR86-016-55",0,14,211912,
"kafka:gr-raw","2025-04-27T17:46:56.298Z","I_R02_2025-04-27","R2","2025-04-27T17:46:55.800Z","GR86-016-55",0,13,156917,
"kafka:gr-raw","2025-04-27T17:44:20.008Z","I_R02_2025-04-27","R2","2025-04-27T17:44:18.888Z","GR86-016-55",0,12,149416,
"kafka:gr-raw","2025-04-27T17:41:51.026Z","I_R02_2025-04-27","R2","2025-04-27T17:41:49.450Z","GR86-016-55",0,11,151774,
"kafka:gr-raw","2025-04-27T17:39:19.946Z","I_R02_2025-04-27","R2","2025-04-27T17:39:17.690Z","GR86-016-55",0,10,198780,
"kafka:gr-raw","2025-04-27T17:36:00.238Z","I_R02_2025-04-27","R2","2025-04-27T17:35:58.930Z","GR86-016-55",0,9,210910,
"kafka:gr-raw","2025-04-27T17:32:29.314Z","I_R02_2025-04-27","R2","2025-04-27T17:32:28.018Z","GR86-016-55",0,8,156310,
"kafka:gr-raw","2025-04-27T17:29:52.691Z","I_R02_2025-04-27","R2","2025-04-27T17:29:51.689Z","GR86-016-55",0,7,149357,
"kafka:gr-raw","2025-04-27T17:27:26.495Z","I_R02_2025-04-27","R2","2025-04-27T17:27:22.338Z","GR86-016-55",0,6,150333,
"kafka:gr-raw","2025-04-27T17:24:52.567Z","I_R02_2025-04-27","R2","2025-04-27T17:24:52.009Z","GR86-016-55",0,5,150081,
"kafka:gr-raw","2025-04-27T17:22:23.376Z","I_R02_2025-04-27","R2","2025-04-27T17:22:21.889Z","GR86-016-55",0,4,149286,
"kafka:gr-raw","2025-04-27T17:19:53.462Z","I_R02_2025-04-27","R2","2025-04-27T17:19:52.599Z","GR86-016-55",0,3,148690,
"kafka:gr-raw","2025-04-27T17:17:28.735Z","I_R02_2025-04-27","R2","2025-04-27T17:17:23.920Z","GR86-016-55",0,2,152707,
"kafka:gr-raw","2025-04-27T17:14:52.330Z","I_R02_2025-04-27","R2","2025-04-27T17:14:51.218Z","GR86-016-55",0,1,220407,
"kafka:gr-raw","2025-04-27T17:11:11.230Z","I_R02_2025-04-27","R2","2025-04-27T17:11:10.811Z","GR86-016-55",0,32768,1983605,
"kafka:gr-raw","2025-04-27T18:05:54.570Z","I_R02_2025-04-27","R2","2025-04-27T18:05:52.992Z","GR86-021-86",0,19,243294,
"kafka:gr-raw","2025-04-27T18:01:50.651Z","I_R02_2025-04-27","R2","2025-04-27T18:01:49.706Z","GR86-021-86",0,18,153823,
"kafka:gr-raw","2025-04-27T17:59:19.049Z","I_R02_2025-04-27","R2","2025-04-27T17:59:15.907Z","GR86-021-86",0,17,153074,
"kafka:gr-raw","2025-04-27T17:56:44.926Z","I_R02_2025-04-27","R2","2025-04-27T17:56:42.827Z","GR86-021-86",0,16,153307,
"kafka:gr-raw","2025-04-27T17:54:09.680Z","I_R02_2025-04-27","R2","2025-04-27T17:54:09.497Z","GR86-021-86",0,15,209284,
"kafka:gr-raw","2025-04-27T17:50:41.546Z","I_R02_2025-04-27","R2","2025-04-27T17:50:40.226Z","GR86-021-86",0,14,211317,
"kafka:gr-raw","2025-04-27T17:47:10.350Z","I_R02_2025-04-27","R2","2025-04-27T17:47:08.911Z","GR86-021-86",0,13,156978,
"kafka:gr-raw","2025-04-27T17:44:33.308Z","I_R02_2025-04-27","R2","2025-04-27T17:44:31.907Z","GR86-021-86",0,12,151922,
"kafka:gr-raw","2025-04-27T17:42:00.824Z","I_R02_2025-04-27","R2","2025-04-27T17:41:59.987Z","GR86-021-86",0,11,154278,
"kafka:gr-raw","2025-04-27T17:39:26.902Z","I_R02_2025-04-27","R2","2025-04-27T17:39:25.707Z","GR86-021-86",0,10,190422,
"kafka:gr-raw","2025-04-27T17:36:16.068Z","I_R02_2025-04-27","R2","2025-04-27T17:36:15.268Z","GR86-021-86",0,9,194368,
"kafka:gr-raw","2025-04-27T17:33:02.394Z","I_R02_2025-04-27","R2","2025-04-27T17:33:00.907Z","GR86-021-86",0,8,159023,
"kafka:gr-raw","2025-04-27T17:30:22.358Z","I_R02_2025-04-27","R2","2025-04-27T17:30:21.896Z","GR86-021-86",0,7,153300,
"kafka:gr-raw","2025-04-27T17:27:50.386Z","I_R02_2025-04-27","R2","2025-04-27T17:27:48.587Z","GR86-021-86",0,6,153491,
"kafka:gr-raw","2025-04-27T17:25:23.187Z","I_R02_2025-04-27","R2","2025-04-27T17:25:15.107Z","GR86-021-86",0,5,152597,
